id,rate
0,55.936317
1,55.936317
2,55.936317
3,55.936317
4,55.936317
5,55.936317
6,70.79759
7,55.936317
8,55.936317
9,55.936317
10,55.936317
11,55.936317
12,55.936317
13,55.936317
14,55.936317
15,55.936317
16,55.936317
17,55.936317
18,55.936317
19,70.79759
20,55.936317
21,55.936317
22,55.936317
23,55.936317
24,55.936317
25,55.936317
26,55.936317
27,55.936317
28,55.936317
29,70.79759
30,55.936317
31,55.936317
32,70.79759
33,55.936317
34,55.936317
35,55.936317
36,55.936317
37,55.936317
38,55.936317
39,55.936317
40,55.936317
41,55.936317
42,55.936317
43,55.936317
44,55.936317
45,55.936317
46,55.936317
47,70.79759
48,55.936317
49,55.936317
50,55.936317
51,55.936317
52,55.936317
53,55.936317
54,55.936317
55,55.936317
56,55.936317
57,55.936317
58,55.936317
59,55.936317
60,55.936317
61,55.936317
62,55.936317
63,55.936317
64,70.79759
65,55.936317
66,55.936317
67,55.936317
68,70.79759
69,55.936317
70,55.936317
71,55.936317
72,55.936317
73,55.936317
74,55.936317
75,55.936317
76,55.936317
77,55.936317
78,55.936317
79,55.936317
80,55.936317
81,55.936317
82,55.936317
83,55.936317
84,55.936317
85,55.936317
86,55.936317
87,55.936317
88,55.936317
89,55.936317
90,55.936317
91,55.936317
92,55.936317
93,55.936317
94,55.936317
95,55.936317
96,55.936317
97,55.936317
98,55.936317
99,55.936317
100,55.936317
101,55.936317
102,55.936317
103,55.936317
104,55.936317
105,55.936317
106,55.936317
107,55.936317
108,55.936317
109,55.936317
110,55.936317
111,55.936317
112,55.936317
113,55.936317
114,55.936317
115,55.936317
116,55.936317
117,55.936317
118,55.936317
119,55.936317
120,55.936317
121,55.936317
122,55.936317
123,55.936317
124,55.936317
125,55.936317
126,55.936317
127,55.936317
128,55.936317
129,55.936317
130,55.936317
131,55.936317
132,70.79759
133,55.936317
134,55.936317
135,55.936317
136,55.936317
137,55.936317
138,70.79759
139,55.936317
140,55.936317
141,55.936317
142,55.936317
143,55.936317
144,55.936317
145,55.936317
146,55.936317
147,55.936317
148,55.936317
149,55.936317
150,70.79759
151,55.936317
152,55.936317
153,55.936317
154,55.936317
155,55.936317
156,55.936317
157,55.936317
158,55.936317
159,55.936317
160,55.936317
161,55.936317
162,55.936317
163,55.936317
164,55.936317
165,55.936317
166,55.936317
167,55.936317
168,55.936317
169,70.79759
170,55.936317
171,55.936317
172,55.936317
173,55.936317
174,55.936317
175,55.936317
176,55.936317
177,55.936317
178,55.936317
179,55.936317
180,55.936317
181,70.79759
182,55.936317
183,55.936317
184,55.936317
185,70.79759
186,55.936317
187,55.936317
188,55.936317
189,55.936317
190,55.936317
191,55.936317
192,55.936317
193,55.936317
194,55.936317
195,55.936317
196,55.936317
197,55.936317
198,55.936317
199,70.79759
200,55.936317
201,70.79759
202,70.79759
203,55.936317
204,55.936317
205,55.936317
206,55.936317
207,55.936317
208,55.936317
209,70.79759
210,55.936317
211,55.936317
212,55.936317
213,55.936317
214,70.79759
215,55.936317
216,55.936317
217,55.936317
218,55.936317
219,55.936317
220,55.936317
221,55.936317
222,55.936317
223,55.936317
224,55.936317
225,55.936317
226,55.936317
227,55.936317
228,70.79759
229,55.936317
230,55.936317
231,55.936317
232,55.936317
233,55.936317
234,55.936317
235,55.936317
236,55.936317
237,55.936317
238,55.936317
239,70.79759
240,55.936317
241,55.936317
242,55.936317
243,55.936317
244,55.936317
245,55.936317
246,55.936317
247,55.936317
248,55.936317
249,55.936317
250,55.936317
251,55.936317
252,55.936317
253,55.936317
254,55.936317
255,55.936317
256,55.936317
257,55.936317
258,55.936317
259,55.936317
260,55.936317
261,55.936317
262,70.79759
263,55.936317
264,55.936317
265,55.936317
266,55.936317
267,55.936317
268,55.936317
269,55.936317
270,70.79759
271,55.936317
272,55.936317
273,55.936317
274,55.936317
275,55.936317
276,55.936317
277,55.936317
278,70.79759
279,55.936317
280,55.936317
281,55.936317
282,55.936317
283,55.936317
284,55.936317
285,55.936317
286,55.936317
287,55.936317
288,55.936317
289,55.936317
290,55.936317
291,55.936317
292,55.936317
293,55.936317
294,55.936317
295,55.936317
296,55.936317
297,55.936317
298,55.936317
299,55.936317
300,55.936317
301,70.79759
302,55.936317
303,55.936317
304,55.936317
305,55.936317
306,55.936317
307,55.936317
308,55.936317
309,55.936317
310,55.936317
311,55.936317
312,55.936317
313,55.936317
314,55.936317
315,55.936317
316,55.936317
317,55.936317
318,55.936317
319,55.936317
320,55.936317
321,55.936317
322,55.936317
323,55.936317
324,55.936317
325,55.936317
326,55.936317
327,55.936317
328,55.936317
329,55.936317
330,55.936317
331,55.936317
332,55.936317
333,55.936317
334,55.936317
335,55.936317
336,70.79759
337,55.936317
338,55.936317
339,55.936317
340,55.936317
341,55.936317
342,55.936317
343,55.936317
344,55.936317
345,70.79759
346,55.936317
347,55.936317
348,55.936317
349,55.936317
350,55.936317
351,55.936317
352,55.936317
353,55.936317
354,55.936317
355,55.936317
356,55.936317
357,55.936317
358,55.936317
359,55.936317
360,55.936317
361,55.936317
362,55.936317
363,55.936317
364,55.936317
365,55.936317
366,55.936317
367,55.936317
368,55.936317
369,55.936317
370,55.936317
371,55.936317
372,55.936317
373,55.936317
374,55.936317
375,55.936317
376,55.936317
377,70.79759
378,55.936317
379,55.936317
380,55.936317
381,55.936317
382,55.936317
383,55.936317
384,55.936317
385,55.936317
386,55.936317
387,55.936317
388,55.936317
389,55.936317
390,55.936317
391,55.936317
392,55.936317
393,55.936317
394,55.936317
395,55.936317
396,55.936317
397,55.936317
398,55.936317
399,55.936317
400,55.936317
401,55.936317
402,55.936317
403,55.936317
404,70.79759
405,55.936317
406,55.936317
407,55.936317
408,55.936317
409,55.936317
410,55.936317
411,55.936317
412,55.936317
413,55.936317
414,55.936317
415,55.936317
416,55.936317
417,55.936317
418,55.936317
419,55.936317
420,55.936317
421,55.936317
422,55.936317
423,55.936317
424,55.936317
425,55.936317
426,55.936317
427,55.936317
428,55.936317
429,55.936317
430,55.936317
431,55.936317
432,55.936317
433,55.936317
434,55.936317
435,55.936317
436,55.936317
437,55.936317
438,55.936317
439,55.936317
440,55.936317
441,70.79759
442,55.936317
443,55.936317
444,55.936317
445,55.936317
446,70.79759
447,55.936317
448,55.936317
449,55.936317
450,55.936317
451,55.936317
452,55.936317
453,55.936317
454,55.936317
455,55.936317
456,55.936317
457,55.936317
458,55.936317
459,55.936317
460,70.79759
461,55.936317
462,55.936317
463,55.936317
464,55.936317
465,55.936317
466,55.936317
467,55.936317
468,55.936317
469,55.936317
470,55.936317
471,55.936317
472,55.936317
473,55.936317
474,55.936317
475,55.936317
476,70.79759
477,55.936317
478,70.79759
479,55.936317
480,55.936317
481,55.936317
482,55.936317
483,55.936317
484,55.936317
485,55.936317
486,55.936317
487,55.936317
488,55.936317
489,55.936317
490,55.936317
491,55.936317
492,55.936317
493,55.936317
494,55.936317
495,55.936317
496,55.936317
497,70.79759
498,55.936317
499,55.936317
500,55.936317
501,55.936317
502,55.936317
503,55.936317
504,55.936317
505,55.936317
506,55.936317
507,55.936317
508,70.79759
509,55.936317
510,55.936317
511,55.936317
512,55.936317
513,55.936317
514,55.936317
515,55.936317
516,55.936317
517,55.936317
518,55.936317
519,55.936317
520,55.936317
521,70.79759
522,55.936317
523,55.936317
524,55.936317
525,55.936317
526,55.936317
527,55.936317
528,70.79759
529,55.936317
530,55.936317
531,55.936317
532,55.936317
533,55.936317
534,55.936317
535,55.936317
536,55.936317
537,55.936317
538,55.936317
539,70.79759
540,55.936317
541,55.936317
542,55.936317
543,55.936317
544,70.79759
545,55.936317
546,70.79759
547,70.79759
548,55.936317
549,55.936317
550,55.936317
551,55.936317
552,55.936317
553,55.936317
554,55.936317
555,70.79759
556,55.936317
557,55.936317
558,55.936317
559,55.936317
560,55.936317
561,55.936317
562,55.936317
563,55.936317
564,55.936317
565,55.936317
566,55.936317
567,55.936317
568,55.936317
569,55.936317
570,55.936317
571,55.936317
572,55.936317
573,55.936317
574,55.936317
575,55.936317
576,55.936317
577,55.936317
578,55.936317
579,55.936317
580,55.936317
581,55.936317
582,55.936317
583,55.936317
584,55.936317
585,55.936317
586,55.936317
587,55.936317
588,55.936317
589,55.936317
590,55.936317
591,55.936317
592,70.79759
593,55.936317
594,55.936317
595,55.936317
596,55.936317
597,55.936317
598,55.936317
599,55.936317
600,55.936317
601,55.936317
602,55.936317
603,55.936317
604,55.936317
605,55.936317
606,55.936317
607,55.936317
608,55.936317
609,55.936317
610,55.936317
611,55.936317
612,55.936317
613,55.936317
614,55.936317
615,70.79759
616,55.936317
617,55.936317
618,55.936317
619,55.936317
620,55.936317
621,55.936317
622,55.936317
623,55.936317
